друг	determiner	mkd	друг	determiner	bul
легитимност	noun	mkd	легитимност	noun	bul
ликвидност	noun	mkd	ликвидност	noun	bul
лојалност	noun	mkd	лоялност	noun	bul
милост	noun	mkd	милост	noun	bul
мобилност	noun	mkd	мобилност	noun	bul
моралност	noun	mkd	моралност	noun	bul
мотивираност	noun	mkd	мотивираност	noun	bul
мрзеливост	noun	mkd	мързеливост	noun	bul
мудрост	noun	mkd	мъдрост	noun	bul
мултиетничност	noun	mkd	мултиетничност	noun	bul
наклонетост	noun	mkd	наклонение	noun	bul
населеност	noun	mkd	населеност	noun	bul
националност	noun	mkd	националност	noun	bul
небрежност	noun	mkd	небрежност	noun	bul
невиност	noun	mkd	невинност	noun	bul
невнимателност	noun	mkd	невнимание	noun	bul
недостапност	noun	mkd	недостъпност	noun	bul
неетичност	noun	mkd	неетичност	noun	bul
незадолженост	noun	mkd	незадълженост	noun	bul
неизвесност	noun	mkd	неизвесност	noun	bul
некомпетентност	noun	mkd	некомпетентност	noun	bul
нелегалност	noun	mkd	нелегалност	noun	bul
немилост	noun	mkd	немилост	noun	bul
неможност	noun	mkd	невъзможност	noun	bul
неодговорност	noun	mkd	безотговорност	noun	bul
неподготвеност	noun	mkd	неподготвеност	noun	bul
непослушност	noun	mkd	непослушие	noun	bul
непристасност	noun	mkd	безпристрастие	noun	bul
непристрасност	noun	mkd	безпристрастие	noun	bul
непријатност	noun	mkd	неприятност	noun	bul
непрофесионалност	noun	mkd	непрофесионалност	noun	bul
нерешителност	noun	mkd	нерешителност	noun	bul
несигурност	noun	mkd	несигурност	noun	bul
нетрпеливост	noun	mkd	нетърпеливост	noun	bul
неусогласеност	noun	mkd	несъгласие	noun	bul
нефункционалност	noun	mkd	нефункционалност	noun	bul
нејасност	noun	mkd	неяснота	noun	bul
обврзаност	noun	mkd	обвързаност	noun	bul
обединетост	noun	mkd	обединение	noun	bul
образованост	noun	mkd	образованост	noun	bul
објективност	noun	mkd	обективност	noun	bul
огорченост	noun	mkd	огорченост	noun	bul
одалеченост	noun	mkd	отдалеченост	noun	bul
оддалеченост	noun	mkd	отдалеченост	noun	bul
одлучност	noun	mkd	решителност	noun	bul
околност	noun	mkd	околност	noun	bul
оперативност	noun	mkd	оперативност	noun	bul
оштетеност	noun	mkd	ощетеност	noun	bul
поделеност	noun	mkd	поделеност	noun	bul
позиционираност	noun	mkd	позиционираност	noun	bul
популарност	noun	mkd	популярност	noun	bul
поставеност	noun	mkd	поставеност	noun	bul
постојаност	noun	mkd	постоянство	noun	bul
практичност	noun	mkd	практичност	noun	bul
преданост	noun	mkd	преданост	noun	bul
предвидливост	noun	mkd	предвидливост	noun	bul
предност	noun	mkd	предимство	noun	bul
пренатрупаност	noun	mkd	пренатрупаност	noun	bul
претпазливост	noun	mkd	предпазливост	noun	bul
прецизност	noun	mkd	прецизност	noun	bul
приврзаност	noun	mkd	привързаност	noun	bul
признаеност	noun	mkd	признание	noun	bul
пристапност	noun	mkd	достъпност	noun	bul
пристрасност	noun	mkd	пристрастие	noun	bul
работливост	noun	mkd	работливост	noun	bul
радиоактивност	noun	mkd	радиоактивност	noun	bul
радост	noun	mkd	радост	noun	bul
раздразливост	noun	mkd	раздразливост	noun	bul
различност	noun	mkd	различност	noun	bul
разновидност	noun	mkd	разновидност	noun	bul
разочараност	noun	mkd	разочарование	noun	bul
рамнодушност	noun	mkd	равнодушие	noun	bul
рамноправност	noun	mkd	равноправие	noun	bul
распространетост	noun	mkd	разпространение	noun	bul
рационалност	noun	mkd	рационалност	noun	bul
резервираност	noun	mkd	резервираност	noun	bul
реткост	noun	mkd	рядкост	noun	bul
решителност	noun	mkd	решителност	noun	bul
самоодржливост	noun	mkd	самоиздържливост	noun	bul
самостојност	noun	mkd	самостоятелност	noun	bul
самоувереност	noun	mkd	самоувереност	noun	bul
скапоценост	noun	mkd	скъпоценност	noun	bul
склоност	noun	mkd	склонност	noun	bul
слабост	noun	mkd	слабост	noun	bul
случајност	noun	mkd	случайност	noun	bul
смиреност	noun	mkd	смирение	noun	bul
смртност	noun	mkd	смъртност	noun	bul
согланост	noun	mkd	съгласие	noun	bul
соодветност	noun	mkd	соответствие	noun	bul
сопстевеност	noun	mkd	собстевеност	noun	bul
софистицираност	noun	mkd	изисканост	noun	bul
спонтаност	noun	mkd	спонтанност	noun	bul
спротивставеност	noun	mkd	протовпоставеност	noun	bul
срдечност	noun	mkd	сърдечност	noun	bul
старост	noun	mkd	старост	noun	bul
сувереност	noun	mkd	суверенитет	noun	bul
тајност	noun	mkd	тайност	noun	bul
тврдоглавост	noun	mkd	твърдоглавие	noun	bul
течност	noun	mkd	течност	noun	bul
транспарентност	noun	mkd	прозрачност	noun	bul
трајност	noun	mkd	трайност	noun	bul
трезвеност	noun	mkd	трезвеност	noun	bul
трпеливост	noun	mkd	търпеливост	noun	bul
трпеливост	noun	mkd	търпение	noun	bul
трудољубивост	noun	mkd	трудолюбие	noun	bul
увереност	noun	mkd	увереност	noun	bul
уместност	noun	mkd	уместност	noun	bul
универзалност	noun	mkd	универсалност	noun	bul
условност	noun	mkd	условност	noun	bul
флексибилност	noun	mkd	гъвкавост	noun	bul
фокусираност	noun	mkd	фокусираност	noun	bul
формалност	noun	mkd	формалност	noun	bul
функционалност	noun	mkd	функционалност	noun	bul
целост	noun	mkd	цялост	noun	bul
