"France"-properNoun-fr "Francia"-properNoun-es
"Cabo da Cruz"-properNoun-fr "Cabo da Cruz"-properNoun-es
"suicidé"-noun-fr "suicida"-noun-es
"biens mobiliers"-noun-fr "bienes muebles"-noun-es
"Arabie Saoudite"-properNoun-fr "Arabia Saudita"-properNoun-es
"Ametsa"-properNoun-fr "Ametsa"-properNoun-es
"Lasa"-properNoun-fr "Lasa"-properNoun-es
"Électre"-properNoun-fr "Electra"-properNoun-es
"accessoire"-adjective-fr "accesorio"-adjective-es
"imprimante"-noun-fr "impresora"-noun-es
"République turque de Chypre du nord"-properNoun-fr "República Turca del Norte de Chipre"-properNoun-es
"Metzner"-properNoun-fr "Metzner"-properNoun-es
"à une moindre échelle"-adverb-fr "en menor medida"-adverb-es
"avoir"-verb-fr "tener"-verb-es
"Prusse"-properNoun-fr "Prusia"-properNoun-es
"Clément"-properNoun-fr "Clément"-properNoun-es
"considérablement"-adverb-fr "considerablemente"-adverb-es
"patrimoine"-noun-fr "patrimonio"-noun-es
"patrimoine"-noun-fr "acervo"-noun-es
"Fourest"-properNoun-fr "Fourest"-properNoun-es
"marxiste"-adjective-fr "marxista"-adjective-es
"José María Barreda"-properNoun-fr "José María Barreda"-properNoun-es
"dupliquer"-verb-fr "diplicar"-verb-es
"plomber"-verb-fr "plomar"-verb-es
"momentanément"-adverb-fr "motociclista"-adverb-es
"avoir plein le dos"-verb-fr "estar hasta las narices"-verb-es
"association caritative"-noun-fr "entidad benéfica"-noun-es
"rapprochement"-noun-fr "acercamiento"-noun-es
"Empire romain d'Occident"-properNoun-fr "Imperio Romano de Occidente"-properNoun-es
"Soria"-properNoun-fr "Soria"-properNoun-es
"amuse-gueule"-noun-fr "pincho"-noun-es
"amuse-gueule"-noun-fr "pintxo"-noun-es
"Arbolitos"-properNoun-fr "Arbolitos"-properNoun-es
"Dario Fo"-properNoun-fr "Dario Fo"-properNoun-es
"Jacqueline"-properNoun-fr "Jacqueline"-properNoun-es
"éblouir"-verb-fr "deslumbrar"-verb-es
"postériorité"-noun-fr "posterioridad"-noun-es
"édification"-noun-fr "edificación"-noun-es
"dans un moment"-adverb-fr "dentro de un momento"-adverb-es
"pénalisation"-noun-fr "penalización"-noun-es
"arrestation"-noun-fr "arresto"-noun-es
"arrestation"-noun-fr "detención"-noun-es
"Détroit de Floride"-properNoun-fr "Estrecho de Florida"-properNoun-es
"Olmos"-properNoun-fr "Olmos"-properNoun-es
"autant"-adverb-fr "tanto"-adverb-es
"monument"-noun-fr "monumento"-noun-es
"lourd"-adjective-fr "pesado"-adjective-es
"immun"-adjective-fr "inmune"-adjective-es
"Arratia"-properNoun-fr "Arratia"-properNoun-es
"argot"-noun-fr "argot"-noun-es
"Fabia"-properNoun-fr "Fabia"-properNoun-es
"tact"-noun-fr "tacto"-noun-es
"minuscule"-adjective-fr "minúsculo"-adjective-es
"TV2"-properNoun-fr "TV2"-properNoun-es
"machination"-noun-fr "maquinación"-noun-es
"Léman"-properNoun-fr "Lemán"-properNoun-es
"Izquierdo"-properNoun-fr "Izquierdo"-properNoun-es
"courser"-verb-fr "perseguir"-verb-es
"Cap Vert"-properNoun-fr "Cabo Verde"-properNoun-es
"occultation"-noun-fr "ocultación"-noun-es
"effet"-noun-fr "efecto"-noun-es
"quotidiennement"-adverb-fr "a diario"-adverb-es
"quotidiennement"-adverb-fr "diariamente"-adverb-es
"Casilla"-properNoun-fr "Casilla"-properNoun-es
"Nicolas Copernic"-properNoun-fr "Nicolás Copérnico"-properNoun-es
"littoral"-noun-fr "litoral"-noun-es
"tympan"-noun-fr "tímpano"-noun-es
"primate"-noun-fr "primate"-noun-es
"Abarzuza"-properNoun-fr "Abarzuza"-properNoun-es
"multimillionnaire"-adjective-fr "multimillonario"-adjective-es
"empereur"-noun-fr "emperador"-noun-es
"Premium"-properNoun-fr "Premium"-properNoun-es
"crédit à court terme"-noun-fr "crédito a corto plazo"-noun-es
"promettre monts et merveilles"-verb-fr "prometer el oro y el moro"-verb-es
"compensation"-noun-fr "compensación"-noun-es
"derrière"-preposition-fr "en pos de"-preposition-es
"derrière"-preposition-fr "detrás de"-preposition-es
"distributeur"-noun-fr "cajero"-noun-es
"distrait"-adjective-fr "despistado"-adjective-es
"Parlamauto"-properNoun-fr "Parlamauto"-properNoun-es
"marée"-noun-fr "marea"-noun-es
"COS"-noun-fr "COS"-noun-es
"CEE"-properNoun-fr "CEU"-properNoun-es
"fondateur"-noun-fr "fundador"-noun-es
"achat au comptant"-noun-fr "compra al contado"-noun-es
"grillage"-noun-fr "rejilla"-noun-es
"grillage"-noun-fr "alambrado"-noun-es
"grillage"-noun-fr "alambrada"-noun-es
"lendemain"-noun-fr "el día siguiente"-noun-es
"généreux"-adjective-fr "generoso"-adjective-es
"maison de disques"-noun-fr "discográfica"-noun-es
"Yougoslavie"-properNoun-fr "Yugoslavia"-properNoun-es
"Litvinenko"-properNoun-fr "Litvinenko"-properNoun-es
"Lev Davidovitch Bronstein"-properNoun-fr "Lev Davidovich Bronstein"-properNoun-es
"occident"-noun-fr "occidente"-noun-es
"Ukraine"-properNoun-fr "Ucrania"-properNoun-es
"balade"-noun-fr "paseo"-noun-es
"Anzaran"-properNoun-fr "Anzaran"-properNoun-es
"Pays Basque"-properNoun-fr "País Vasco"-properNoun-es
"Belinchón"-properNoun-fr "Belinchón"-properNoun-es
"Shoah"-properNoun-fr "Shoah"-properNoun-es
"Zaragoza"-properNoun-fr "Zaragoza"-properNoun-es
"gréer"-verb-fr "aparejar"-verb-es
"médiocrité"-noun-fr "mediocridad"-noun-es
"octroyer"-verb-fr "otorgar"-verb-es
"Rumsfeld"-properNoun-fr "Rumsfeld"-properNoun-es
"Urt"-properNoun-fr "Ahurti"-properNoun-es
"décent"-adjective-fr "decente"-adjective-es
"contradiction"-noun-fr "contradicción"-noun-es
"Pernando"-properNoun-fr "Pernando"-properNoun-es
"s'il en est ainsi"-adverb-fr "si así es"-adverb-es
"mélancolie"-noun-fr "melancolía"-noun-es
"risquer"-verb-fr "correr el riesgo"-verb-es
"risquer"-verb-fr "arriesgar"-verb-es
"accusation"-noun-fr "acusación"-noun-es
"treize"-numeral-fr "trece"-numeral-es
"exister"-verb-fr "existir"-verb-es
"acteur"-noun-fr "actor"-noun-es
"apôtre"-noun-fr "apóstol"-noun-es
"esthétique"-adjective-fr "estético"-adjective-es
"Kerejeta"-properNoun-fr "Kerejeta"-properNoun-es
"feuille de remboursement"-noun-fr "hoja de reintegro"-noun-es
"quintuple"-adjective-fr "quíntuple"-adjective-es
"actualiser"-verb-fr "actualizar"-verb-es
"délicat"-adjective-fr "delicado"-adjective-es
"dessus"-adverb-fr "encima"-adverb-es
"compte domicilié"-noun-fr "cuenta domiciliada"-noun-es
"une bonne fois pour toutes"-adverb-fr "de una vez por todas"-adverb-es
"mettre en boule"-verb-fr "apelotonar"-verb-es
"sans voix délibérative"-adverb-fr "sin voz ni voto"-adverb-es
"Xiba"-properNoun-fr "Xiba"-properNoun-es
"empoisonnement"-noun-fr "envenenamiento"-noun-es
"tendresse"-noun-fr "ternura"-noun-es
"Alcobaça"-properNoun-fr "Alcobaça"-properNoun-es
"sélect"-adjective-fr "selecto"-adjective-es
"L"-numeral-fr "L"-numeral-es
"lire"-verb-fr "leer"-verb-es
"Baumann"-properNoun-fr "Baumann"-properNoun-es
"coopérer"-verb-fr "cooperar"-verb-es
"accentuation"-noun-fr "acentuación"-noun-es
"bouler"-verb-fr "rodar"-verb-es
"protestant"-adjective-fr "protestante"-adjective-es
"faire des pronostics"-verb-fr "hacer cábalas"-verb-es
"entassement"-noun-fr "agolpamiento"-noun-es
"Verdú"-properNoun-fr "Verdú"-properNoun-es
"éclatant"-adjective-fr "brillante"-adjective-es
"élégamment"-adverb-fr "airosamente"-adverb-es
"accident"-noun-fr "accidente"-noun-es
"civilisation"-noun-fr "civilización"-noun-es
"ambigu"-adjective-fr "ambiguo"-adjective-es
"barrer"-verb-fr "vallar"-verb-es
"aéroplane"-noun-fr "aeroplano"-noun-es
"quarante"-numeral-fr "cuarenta"-numeral-es
"galicien"-noun-fr "gallego"-noun-es
"Mérida"-properNoun-fr "Mérida"-properNoun-es
"Vandborg"-properNoun-fr "Vandborg"-properNoun-es
"Amariya"-properNoun-fr "Amariya"-properNoun-es
"jeudi"-noun-fr "jueves"-noun-es
"accommoder"-verb-fr "acomodar"-verb-es
"vide"-noun-fr "vacío"-noun-es
"splendide"-adjective-fr "espléndido"-adjective-es
"scrupule"-noun-fr "escrúpulo"-noun-es
"déséquilibre"-noun-fr "desequilibrio"-noun-es
"LNT"-noun-fr "LNT"-noun-es
"présent"-adjective-fr "presente"-adjective-es
"coopération"-noun-fr "cooperación"-noun-es
"État de la Cité du Vatican"-properNoun-fr "Estado de la Ciudad del Vaticano"-properNoun-es
"climatisation"-noun-fr "climatización"-noun-es
"restaurer"-verb-fr "restaurar"-verb-es
"d"-noun-fr "d"-noun-es
"caractériser"-verb-fr "caracterizar"-verb-es
"Tosar"-properNoun-fr "Tosar"-properNoun-es
"affirmatif"-adjective-fr "afirmativo"-adjective-es
"fécondité"-noun-fr "fecundidad"-noun-es
"Port-Louis"-properNoun-fr "Port Louis"-properNoun-es
"mandat"-noun-fr "orden"-noun-es
"mandat"-noun-fr "mandato"-noun-es
"Aenor"-properNoun-fr "Aenor"-properNoun-es
"sur la rêquete de"-preposition-fr "a instancias de"-preposition-es
"mer Baltique"-properNoun-fr "Mar Báltico"-properNoun-es
"ajouter"-verb-fr "añadir"-verb-es
"ajouter"-verb-fr "sumar"-verb-es
"péninsulaire"-adjective-fr "peninsular"-adjective-es
"permission"-noun-fr "permiso"-noun-es
"débiteur"-adjective-fr "deudor"-adjective-es
"Antonelli"-properNoun-fr "Antonelli"-properNoun-es
"Beasain"-properNoun-fr "Beasain"-properNoun-es
"Îles Mariannes"-properNoun-fr "Islas Marianas"-properNoun-es
"Raquel"-properNoun-fr "Raquel"-properNoun-es
"Andorinho"-properNoun-fr "Andorinho"-properNoun-es
"testimonial"-adjective-fr "testimonial"-adjective-es
"organisation de l'entreprise"-noun-fr "organización empresarial"-noun-es
"sombre"-adjective-fr "sombrío"-adjective-es
"ruban"-noun-fr "cinta"-noun-es
"entasser"-verb-fr "hacinar"-verb-es
"entasser"-verb-fr "agolpar"-verb-es
"entasser"-verb-fr "amontonar"-verb-es
"Murcie"-properNoun-fr "Murcia"-properNoun-es
"Giorgio Napolitano"-properNoun-fr "Giorgio Napolitano"-properNoun-es
"Astana"-properNoun-fr "Astana"-properNoun-es
"Astana"-properNoun-fr "Astaná"-properNoun-es
"Dell"-properNoun-fr "Dell"-properNoun-es
"satire"-noun-fr "sátira"-noun-es
"contacter"-verb-fr "contactar"-verb-es
"nocif"-adjective-fr "nocivo"-adjective-es
"végétation"-noun-fr "vegetación"-noun-es
"Monts Appalaches"-properNoun-fr "Montes Apalaches"-properNoun-es
"magasin"-noun-fr "almacén"-noun-es
"magasin"-noun-fr "tienda"-noun-es
"commission d'annulation"-noun-fr "comisión por cancelación"-noun-es
"opération"-noun-fr "operación"-noun-es
"prétention"-noun-fr "pretensión"-noun-es
"exclusif"-adjective-fr "exclusivo"-adjective-es
"accordable"-adjective-fr "otorgable"-adjective-es
"offensif"-adjective-fr "ofensivo"-adjective-es
"de longue haleine"-adverb-fr "de larga duración"-adverb-es
"ARC"-noun-fr "ARC"-noun-es
"associé"-adjective-fr "asociado"-adjective-es
"associé"-adjective-fr "mancomunado"-adjective-es
"envoi de fonds"-noun-fr "envío de fondos"-noun-es
"impasse"-noun-fr "callejón"-noun-es
"Caton"-properNoun-fr "Catón"-properNoun-es
"Casals"-properNoun-fr "Casals"-properNoun-es
"Inma"-properNoun-fr "Inma"-properNoun-es
"Simenon"-properNoun-fr "Simenon"-properNoun-es
"C"-numeral-fr "C"-numeral-es
"avant-dernier"-adjective-fr "penúltimo"-adjective-es
"Bustintxulo"-properNoun-fr "Bustintxulo"-properNoun-es
"Zubeldia"-properNoun-fr "Zubeldia"-properNoun-es
"ancre"-noun-fr "ancla"-noun-es
"Arenal"-properNoun-fr "Arenal"-properNoun-es
"Lausanne"-properNoun-fr "Lausana"-properNoun-es
"Lausanne"-properNoun-fr "Lausanne"-properNoun-es
"faire sauter"-verb-fr "explosionar"-verb-es
"McGregor"-properNoun-fr "McGregor"-properNoun-es
"violoncelliste"-noun-fr "violonchelista"-noun-es
"galérer"-verb-fr "padecer"-verb-es
"dix-sept"-numeral-fr "diecisiete"-numeral-es
"reflet"-noun-fr "reflejo"-noun-es
"reine"-noun-fr "rienda"-noun-es
"Le Pirée"-properNoun-fr "El Pireo"-properNoun-es
"virement en pesetas"-noun-fr "transferencia en pesetas"-noun-es
"Gallardo"-properNoun-fr "Gallardo"-properNoun-es
"incorporer"-verb-fr "incorporar"-verb-es
"originaire"-adjective-fr "procedente"-adjective-es
"originaire"-adjective-fr "originario"-adjective-es
"ouvrable"-adjective-fr "laborable"-adjective-es
"émigrant"-noun-fr "emigrante"-noun-es
"octobre"-noun-fr "octubre"-noun-es
"chinois"-noun-fr "chino"-noun-es
"hallucination"-noun-fr "alucinación"-noun-es
"vendre la mèche"-verb-fr "ir de la lengua"-verb-es
"Gibernau"-properNoun-fr "Gibernau"-properNoun-es
"Élam"-properNoun-fr "Elam"-properNoun-es
"grimace"-noun-fr "mueca"-noun-es
"insensibilité"-noun-fr "insensibilidad"-noun-es
"israélien"-adjective-fr "israelí"-adjective-es
"Armstrong"-properNoun-fr "Armstrong"-properNoun-es
"mourir"-verb-fr "fallecer"-verb-es
"mourir"-verb-fr "morir"-verb-es
"troquer"-verb-fr "cambiar"-verb-es
"aspirant"-noun-fr "aspirante"-noun-es
"Jêrome Bosch"-properNoun-fr "El Bosco"-properNoun-es
"Jêrome Bosch"-properNoun-fr "Jerónimo Bosch"-properNoun-es
"mois"-noun-fr "mes"-noun-es
"être"-verb-fr "ser"-verb-es
"accablant"-adjective-fr "abrumador"-adjective-es
"accablant"-adjective-fr "agobiante"-adjective-es
"prétexte"-noun-fr "pretexto"-noun-es
"pour sa part"-adverb-fr "por su parte"-adverb-es
"éclairant"-adjective-fr "esclarecedor"-adjective-es
"rendre justice"-verb-fr "hacer justicia"-verb-es
"Sandra Bullock"-properNoun-fr "Sandra Bullock"-properNoun-es
"échantillonnage"-noun-fr "muestrario"-noun-es
"échantillonnage"-noun-fr "muestreo"-noun-es
"large"-adjective-fr "ancho"-adjective-es
"mathématique"-adjective-fr "matemático"-adjective-es
"Aratz"-properNoun-fr "Aratz"-properNoun-es
"Illiano"-properNoun-fr "Illiano"-properNoun-es
"tremper"-verb-fr "empapar"-verb-es
"OP"-noun-fr "obrero profesional"-noun-es
"inertie"-noun-fr "inercia"-noun-es
"Péninsule ibérique"-properNoun-fr "Península Ibérica"-properNoun-es
"amortissement"-noun-fr "amortización"-noun-es
"Vincent"-properNoun-fr "Vincent"-properNoun-es
"Rocío"-properNoun-fr "Rocío"-properNoun-es
"Sau"-properNoun-fr "Sau"-properNoun-es
"République moldave de Transnistrie"-properNoun-fr "República Moldava del Transniéster"-properNoun-es
"Ansoain"-properNoun-fr "Ansoain"-properNoun-es
"correctement"-adverb-fr "correctamente"-adverb-es
"sous-gouverneur"-noun-fr "subgobernador"-noun-es
"Aurora"-properNoun-fr "Aurora"-properNoun-es
"orphelin"-adjective-fr "huérfano"-adjective-es
"tribord"-noun-fr "estribor"-noun-es
"Augustin"-properNoun-fr "Augustin"-properNoun-es
"Reeves"-properNoun-fr "Reeves"-properNoun-es
"antidémocrate"-adjective-fr "antidemócrata"-adjective-es
"Gonzalez"-properNoun-fr "Gonzalez"-properNoun-es
"long à"-preposition-fr "lento en"-preposition-es
"Anthonin"-properNoun-fr "Anthonin"-properNoun-es
"hémisphère"-noun-fr "hemisferio"-noun-es
"aspirateur"-adjective-fr "aspirador"-adjective-es
"Mossos"-properNoun-fr "Mossos"-properNoun-es
"Deutshe"-properNoun-fr "Deutshe"-properNoun-es
"abri"-noun-fr "abrigo"-noun-es
"Chanson de Roland"-properNoun-fr "Canción de Roland"-properNoun-es
"moquer comme de l'an quarante"-verb-fr "importar un bledo"-verb-es
"operation"-noun-fr "operación"-noun-es
"arrosage"-noun-fr "riego"-noun-es
"RAG"-noun-fr "RAG"-noun-es
"récemment"-adverb-fr "recientemente"-adverb-es
"récemment"-adverb-fr "recién"-adverb-es
"millionnaire"-adjective-fr "millonario"-adjective-es
"Canal Plus"-properNoun-fr "Canal Plus"-properNoun-es
"de même"-adverb-fr "asimismo"-adverb-es
"en avance"-adverb-fr "por anticipado"-adverb-es
"en avance"-adverb-fr "por adelantado"-adverb-es
"Esperanza Aguirre"-properNoun-fr "Esperanza Aguirre"-properNoun-es
"inadmission"-noun-fr "inadmisión"-noun-es
"tibétain"-adjective-fr "tibetano"-adjective-es
"question"-noun-fr "cuestión"-noun-es
"question"-noun-fr "pregunta"-noun-es
"question"-noun-fr "interrogante"-noun-es
"Gernika"-properNoun-fr "Gernika"-properNoun-es
"pamphlet"-noun-fr "panfleto"-noun-es
"III"-numeral-fr "III"-numeral-es
"dumping"-noun-fr "dumping"-noun-es
"sobriété"-noun-fr "sobriedad"-noun-es
"avantage"-noun-fr "ventaja"-noun-es
"avantage"-noun-fr "bondad"-noun-es
"replacer"-verb-fr "reponer"-verb-es
"replacer"-verb-fr "reposar"-verb-es
"chiffrer"-verb-fr "cifrar"-verb-es
"point"-noun-fr "punto"-noun-es
"Antoni"-properNoun-fr "Antoni"-properNoun-es
"Ruslan"-properNoun-fr "Ruslan"-properNoun-es
"meurtre"-noun-fr "homicidio"-noun-es
"encription"-noun-fr "encriptación"-noun-es
"f"-noun-fr "f"-noun-es
"placidité"-noun-fr "placidez"-noun-es
"néocolonialiste"-noun-fr "neocolonialista"-noun-es
"Achurra"-properNoun-fr "Achurra"-properNoun-es
"agonisant"-adjective-fr "agonizante"-adjective-es
"Albini"-properNoun-fr "Albini"-properNoun-es
"Vladimir Vladimirovitch"-properNoun-fr "Vladímir Vladímirovich"-properNoun-es
"collègue"-noun-fr "colega"-noun-es
"collègue"-noun-fr "compañero"-noun-es
"écriture"-noun-fr "escritura"-noun-es
"Gustov"-properNoun-fr "Gustov"-properNoun-es
"Chamorro"-properNoun-fr "Chamorro"-properNoun-es
"ouvrir"-verb-fr "abrir"-verb-es
"ouvrir"-verb-fr "aperturar"-verb-es
"Arakil"-properNoun-fr "Arakil"-properNoun-es
"Yolanda"-properNoun-fr "Yolanda"-properNoun-es
"tourner à l'émeute"-verb-fr "tornar en motín"-verb-es
"bagarre"-noun-fr "pelea"-noun-es
"rentablement"-adverb-fr "rentablemente"-adverb-es
"dîner"-verb-fr "cenar"-verb-es
"Deutsche"-properNoun-fr "Deutsche"-properNoun-es
"Dubois"-properNoun-fr "Dubois"-properNoun-es
"Jaque"-properNoun-fr "Jaque"-properNoun-es
"Languedoc-Roussillon"-properNoun-fr "Languedoc-Rosellón"-properNoun-es
"Languedoc-Roussillon"-properNoun-fr "Languedoc-Roussillon"-properNoun-es
"Orio"-properNoun-fr "Orio"-properNoun-es
"transsexualité"-noun-fr "transexualidad"-noun-es
"Aizarna"-properNoun-fr "Aizarna"-properNoun-es
"aérien"-adjective-fr "aéreo"-adjective-es
"architecte"-noun-fr "arquitecto"-noun-es
"accord de principe"-noun-fr "preacuerdo"-noun-es
"prodigieux"-adjective-fr "prodigioso"-adjective-es
"Young"-properNoun-fr "Young"-properNoun-es
"méfiance"-noun-fr "desconfianza"-noun-es
"méfiance"-noun-fr "recelo"-noun-es
"cher"-adjective-fr "caro"-adjective-es
"cher"-adjective-fr "entrañable"-adjective-es
"grass-root"-properNoun-fr "grass-root"-properNoun-es
"y avoir"-verb-fr "hay"-verb-es
"relativisation"-noun-fr "relativización"-noun-es
"Anchía"-properNoun-fr "Anchía"-properNoun-es
"glorieux"-adjective-fr "glorioso"-adjective-es
"accomplissement"-noun-fr "cumplimiento"-noun-es
"météorologique"-adjective-fr "meteorológico"-adjective-es
"Bronislaw"-properNoun-fr "Bronislaw"-properNoun-es
"rituel"-noun-fr "ritual"-noun-es
"ensevelir"-verb-fr "amortajar"-verb-es
"élucider"-verb-fr "dilucidar"-verb-es
"opiner"-verb-fr "opinar"-verb-es
"Aresketa"-properNoun-fr "Aresketa"-properNoun-es
"délit"-noun-fr "delito"-noun-es
"Rafa"-properNoun-fr "Rafa"-properNoun-es
"Caballer"-properNoun-fr "Caballer"-properNoun-es
"Éthiopie"-properNoun-fr "Etiopía"-properNoun-es
"standardiser"-verb-fr "estandarizar"-verb-es
"juste"-adjective-fr "justo"-adjective-es
"de façon prévisible"-adverb-fr "previsiblemente"-adverb-es
"intranet"-noun-fr "intranet"-noun-es
"rendre violacé"-verb-fr "amoratar"-verb-es
"intérimaire"-adjective-fr "interino"-adjective-es
"jadis"-adverb-fr "antaño"-adverb-es
"Cibeles"-noun-fr "Cibeles"-noun-es
"Baixo Alentejo"-properNoun-fr "Bajo Alentejo"-properNoun-es
"meilleur"-adjective-fr "puntero"-adjective-es
"meilleur"-adjective-fr "mejor"-adjective-es
"Normandie"-properNoun-fr "Normandía"-properNoun-es
"Montserrat"-properNoun-fr "Montserrat"-properNoun-es
"championnat"-noun-fr "campeonato"-noun-es
"à l'époque de"-preposition-fr "en la época de"-preposition-es
"à l'époque de"-preposition-fr "en los tiempos de"-preposition-es
"antichambre"-noun-fr "antesala"-noun-es
"Bourg-en-Bresse"-properNoun-fr "Bourg-en-Bresse"-properNoun-es
"automatique"-adjective-fr "automático"-adjective-es
"Maurice"-properNoun-fr "Maurice"-properNoun-es
"Maurice"-properNoun-fr "Mauricio"-properNoun-es
"secret"-noun-fr "entresijo"-noun-es
"secret"-noun-fr "secreto"-noun-es
"Asturies"-properNoun-fr "Asturias"-properNoun-es
"négatif"-adjective-fr "negativo"-adjective-es
"sur concours"-adjective-fr "concursal"-adjective-es
"préjugé"-noun-fr "prejuicio"-noun-es
"poème"-noun-fr "poema"-noun-es
"retranscription"-noun-fr "retranscripción"-noun-es
"AI"-noun-fr "AI"-noun-es
"base-ball"-noun-fr "béisbol"-noun-es
"Mireia"-properNoun-fr "Mireia"-properNoun-es
"Altiplano"-properNoun-fr "Altiplano"-properNoun-es
"sida"-noun-fr "sida"-noun-es
"excellence"-noun-fr "Exc"-noun-es
"excellence"-noun-fr "Excl"-noun-es
"excellence"-noun-fr "excelencia"-noun-es
"marmite"-noun-fr "olla"-noun-es
"marmite"-noun-fr "marmita"-noun-es
"lion"-noun-fr "león"-noun-es
"à peine"-adverb-fr "apenas"-adverb-es
"avis de débit"-noun-fr "nota de cargo"-noun-es
"Gueorgui Parvanov"-properNoun-fr "Georgi Purvanov"-properNoun-es
"abondamment"-adverb-fr "abundantemente"-adverb-es
"abondamment"-adverb-fr "largo y tendido"-adverb-es
"Hérostrate"-properNoun-fr "Eróstrato"-properNoun-es
"stabilisation"-noun-fr "estabilización"-noun-es
"sorcière"-noun-fr "bruja"-noun-es
"serpent"-noun-fr "serpiente"-noun-es
"air"-noun-fr "aire"-noun-es
"accidenter"-verb-fr "accidentar"-verb-es
"bureau de poste"-noun-fr "oficina de correos"-noun-es
"bureau de poste"-noun-fr "estafeta"-noun-es
"de la même manière"-adverb-fr "del mismo modo"-adverb-es
