"the"-determiner-en "el"-determiner-ca
"weary"-verb-en "cansar"-verb-ca
"weave"-verb-en "teixir"-verb-ca
"weave"-verb-en "tramar"-verb-ca
"weep"-verb-en "plorar"-verb-ca
"weigh"-verb-en "pesar"-verb-ca
"widen"-verb-en "eixamplar"-verb-ca
"wield"-verb-en "brandar"-verb-ca
"wield"-verb-en "brandir"-verb-ca
"wield"-verb-en "exercir"-verb-ca
"win"-verb-en "guanyar"-verb-ca
"win"-verb-en "vèncer"-verb-ca
"wipe"-verb-en "assecar"-verb-ca
"wipe"-verb-en "eixugar"-verb-ca
"withdraw"-verb-en "retirar"-verb-ca
"work out"-verb-en "eixir"-verb-ca
"work out"-verb-en "sortir"-verb-ca
"worsen"-verb-en "empitjorar"-verb-ca
"wrap"-verb-en "embolcallar"-verb-ca
"wrap"-verb-en "embolicar"-verb-ca
"wreck"-verb-en "destrossar"-verb-ca
"write"-verb-en "escriure"-verb-ca
"yearn"-verb-en "anhelar"-verb-ca
"Molotov"-noun-en "Molotov"-noun-ca
"Molotov"-noun-en "Molotov"-properNoun-ca
"Molotov"-properNoun-en "Molotov"-noun-ca
"Molotov"-properNoun-en "Molotov"-properNoun-ca
"Yeltsin"-noun-en "Yeltsin"-noun-ca
"Yeltsin"-noun-en "Yeltsin"-properNoun-ca
"Yeltsin"-properNoun-en "Yeltsin"-noun-ca
"Yeltsin"-properNoun-en "Yeltsin"-properNoun-ca
"Appalachians"-properNoun-en "Apalatxes"-properNoun-ca
"Bundestag"-properNoun-en "Bundestag"-properNoun-ca
"Cinque Terre"-properNoun-en "Cinque Terre"-properNoun-ca
"Docklands"-properNoun-en "Docklands"-properNoun-ca
"Himalayas"-properNoun-en "Himàlaia"-properNoun-ca
"Mérida"-noun-en "Mèrida"-properNoun-ca
"Mérida"-properNoun-en "Mèrida"-properNoun-ca
"Midlands"-properNoun-en "Midlands"-properNoun-ca
"Netherlands Antilles"-properNoun-en "Antilles Holandeses"-properNoun-ca
"Rías Bajas"-properNoun-en "Rías Baixas"-properNoun-ca
"20th Century Fox"-properNoun-en "20th Century Fox"-properNoun-ca
"ABBA"-properNoun-en "ABBA"-properNoun-ca
"AC/DC"-properNoun-en "AC/DC"-properNoun-ca
"Activision"-properNoun-en "Activision"-properNoun-ca
"Adobe Illustrator"-properNoun-en "Adobe Illustrator"-properNoun-ca
"Adobe Photoshop"-properNoun-en "Adobe Photoshop"-properNoun-ca
"Adobe"-properNoun-en "Adobe"-properNoun-ca
"Aer Lingus"-properNoun-en "Aer Lingus"-properNoun-ca
"Airbus"-properNoun-en "Airbus"-properNoun-ca
"Al Qaeda"-properNoun-en "Al Qaeda"-properNoun-ca
"Alice in Chains"-properNoun-en "Alice in Chains"-properNoun-ca
"AllMusic"-properNoun-en "AllMusic"-properNoun-ca
"Amazon"-properNoun-en "Amazon"-properNoun-ca
"AmigaOS"-properNoun-en "AmigaOS"-properNoun-ca
"Amstrad"-properNoun-en "Amstrad"-properNoun-ca
"Amtrak"-properNoun-en "Amtrak"-properNoun-ca
"Android"-properNoun-en "Android"-properNoun-ca
"Apple Macintosh"-properNoun-en "Apple Macintosh"-properNoun-ca
"Apple"-noun-en "Apple"-noun-ca
"Apple"-noun-en "Apple"-properNoun-ca
"Apple"-properNoun-en "Apple"-noun-ca
"Apple"-properNoun-en "Apple"-properNoun-ca
"AppleTalk"-properNoun-en "AppleTalk"-properNoun-ca
"Atari"-properNoun-en "Atari"-properNoun-ca
"Athletic Bilbao"-properNoun-en "Athletic Club Bilbao"-properNoun-ca
"Athlon"-properNoun-en "Athlon"-properNoun-ca
"Audi"-properNoun-en "Audi"-properNoun-ca
"AutoCAD"-properNoun-en "AutoCAD"-properNoun-ca
"Bandai"-properNoun-en "Bandai"-properNoun-ca
"Barça"-properNoun-en "Barça"-properNoun-ca
"Baroque"-properNoun-en "Barroc"-properNoun-ca
"Battle of Austerlitz"-properNoun-en "Batalla d'Austerlitz"-properNoun-ca
"Bauhaus"-properNoun-en "Bauhaus"-properNoun-ca
"Bayer"-properNoun-en "Bayer"-noun-ca
"Bayer"-properNoun-en "Bayer"-properNoun-ca
"BeOS"-properNoun-en "BeOS"-properNoun-ca
"Bermeo Hiriko"-properNoun-en "Bermeo Hiriko"-properNoun-ca
"Bethesda Softworks"-properNoun-en "Bethesda Softworks"-properNoun-ca
"Bing"-properNoun-en "Bing"-properNoun-ca
"Blizzard Entertainment"-properNoun-en "Blizzard Entertainment"-properNoun-ca
"Bluetooth"-properNoun-en "Bluetooth"-properNoun-ca
"Boeing"-properNoun-en "Boeing"-properNoun-ca
"Bombardier"-properNoun-en "Bombardier"-noun-ca
"Bombardier"-properNoun-en "Bombardier"-properNoun-ca
"Bosch"-properNoun-en "Bosch"-noun-ca
"Bosch"-properNoun-en "Bosch"-properNoun-ca
"Brazomar inlet"-properNoun-en "entrada de Brazomar"-properNoun-ca
"British Airways"-properNoun-en "British Airways"-properNoun-ca
"Budweiser"-properNoun-en "Budweiser"-properNoun-ca
"CAC 40"-properNoun-en "CAC 40"-properNoun-ca
"Callisto"-properNoun-en "Cal·listo"-properNoun-ca
"Cartier"-properNoun-en "Cartier"-noun-ca
"Cartier"-properNoun-en "Cartier"-properNoun-ca
"Carver"-properNoun-en "Carver"-noun-ca
"Carver"-properNoun-en "Carver"-properNoun-ca
"Cessna"-properNoun-en "Cessna"-properNoun-ca
"Chevrolet"-properNoun-en "Chevrolet"-properNoun-ca
"China National Petroleum Corporation"-properNoun-en "China National Petroleum Corporation"-properNoun-ca
"Chrono Trigger"-properNoun-en "Chrono Trigger"-properNoun-ca
"Chrono"-properNoun-en "Chrono"-properNoun-ca
"Cisco"-properNoun-en "Cisco"-noun-ca
"Cisco"-properNoun-en "Cisco"-properNoun-ca
"ClearType"-properNoun-en "ClearType"-properNoun-ca
"Coca-Cola"-properNoun-en "Coca-Cola"-properNoun-ca
"Cochrane"-properNoun-en "Cochrane"-noun-ca
"Cochrane"-properNoun-en "Cochrane"-properNoun-ca
"Cold War"-properNoun-en "Guerra Freda"-properNoun-ca
"Coldcut"-properNoun-en "Coldcut"-properNoun-ca
"Commodore"-properNoun-en "Commodore"-properNoun-ca
"Compaq"-properNoun-en "Compaq"-properNoun-ca
"Conducator"-properNoun-en "Conducator"-properNoun-ca
"Datsun"-properNoun-en "Datsun"-properNoun-ca
"Debian Etch"-properNoun-en "Debian Etch"-properNoun-ca
"Debian Hamm"-properNoun-en "Debian Hamm"-properNoun-ca
"Debian Jessie"-properNoun-en "Debian Jessie"-properNoun-ca
"Debian Lenny"-properNoun-en "Debian Lenny"-properNoun-ca
"Debian Potato"-properNoun-en "Debian Potato"-properNoun-ca
"Debian Sarge"-properNoun-en "Debian Sarge"-properNoun-ca
"Debian Slink"-properNoun-en "Debian Slink"-properNoun-ca
"Debian Squeeze"-properNoun-en "Debian Squeeze"-properNoun-ca
"Debian Stretch"-properNoun-en "Debian Stretch"-properNoun-ca
"Debian Wheezy"-properNoun-en "Debian Wheezy"-properNoun-ca
"Debian Woody"-properNoun-en "Debian Woody"-properNoun-ca
"Debian"-properNoun-en "Debian"-properNoun-ca
"Dell"-properNoun-en "Dell"-properNoun-ca
"Delphi"-properNoun-en "Delphi"-properNoun-ca
"Denny's"-properNoun-en "Denny's"-properNoun-ca
"Depeche Mode"-properNoun-en "Depeche Mode"-properNoun-ca
"Deutsche Bahn"-properNoun-en "Deutsche Bahn"-properNoun-ca
"Deutsche Bank"-properNoun-en "Deutsche Bank"-properNoun-ca
"Digimon"-properNoun-en "Digimon"-properNoun-ca
"DirectX"-properNoun-en "DirectX"-properNoun-ca
"DocBook"-properNoun-en "DocBook"-properNoun-ca
"Doctor Who"-properNoun-en "Doctor Who"-properNoun-ca
"Dodge"-properNoun-en "Dodge"-noun-ca
"Dodge"-properNoun-en "Dodge"-properNoun-ca
"Dolby"-properNoun-en "Dolby"-properNoun-ca
"Dopplr"-properNoun-en "Dopplr"-properNoun-ca
"Dow Jones"-properNoun-en "Dow Jones"-properNoun-ca
"Dreamcast"-properNoun-en "Dreamcast"-properNoun-ca
"DreamWorks"-properNoun-en "DreamWorks"-properNoun-ca
"Ducati"-properNoun-en "Ducati"-properNoun-ca
"Dunaliella"-properNoun-en "Dunaliella"-properNoun-ca
"Duplicati"-properNoun-en "Duplicati"-properNoun-ca
"Duran Duran"-properNoun-en "Duran Duran"-properNoun-ca
"EA"-properNoun-en "EA"-properNoun-ca
"ECB"-properNoun-en "BCE"-properNoun-ca
"El Correo"-properNoun-en "El Correo"-properNoun-ca
"Electronic Arts"-properNoun-en "Electronic Arts"-properNoun-ca
"Emacs"-properNoun-en "Emacs"-properNoun-ca
"Enix"-properNoun-en "Enix"-properNoun-ca
"Erlang"-properNoun-en "Erlang"-properNoun-ca
"Espasa Calpe"-properNoun-en "Espasa Calpe"-properNoun-ca
"Espasa"-properNoun-en "Espasa"-noun-ca
"Espasa"-properNoun-en "Espasa"-properNoun-ca
"European Defence Agency"-properNoun-en "Agència Europea de Defensa"-properNoun-ca
"European People's Party"-properNoun-en "Partit Popular Europeu"-properNoun-ca
"EverQuest"-properNoun-en "EverQuest"-properNoun-ca
"Explorer"-properNoun-en "Explorer"-properNoun-ca
"Exxon"-properNoun-en "Exxon"-properNoun-ca
"Facebook"-properNoun-en "Facebook"-properNoun-ca
"Falles"-properNoun-en "Falles"-properNoun-ca
"Famicom"-properNoun-en "Famicom"-properNoun-ca
"FedEx"-properNoun-en "FedEx"-properNoun-ca
"Flaviobriga flag"-properNoun-en "Bandera Flaviobriga"-properNoun-ca
"Fleetwood Mac"-properNoun-en "Fleetwood Mac"-properNoun-ca
"Flickr"-properNoun-en "Flickr"-properNoun-ca
"FORTRAN"-properNoun-en "FORTRAN"-properNoun-ca
"Fortune 500"-properNoun-en "Fortune 500"-properNoun-ca
"Franz Ferdinand"-properNoun-en "Franz Ferdinand"-properNoun-ca
"FreeBSD"-properNoun-en "FreeBSD"-properNoun-ca
"Freenet"-properNoun-en "Freenet"-properNoun-ca
"Friendfeed"-properNoun-en "Friendfeed"-properNoun-ca
"FTSE 100"-properNoun-en "FTSE 100"-properNoun-ca
"Galician sports foundation"-properNoun-en "Fundació Deporti Galego"-properNoun-ca
"Gallup"-properNoun-en "Gallup"-properNoun-ca
"GameBoy Advance"-properNoun-en "GameBoy Advance"-properNoun-ca
"GameBoy Advance SP"-properNoun-en "GameBoy Advance SP"-properNoun-ca
"GameBoy Color"-properNoun-en "GameBoy Color"-properNoun-ca
"GameBoy Micro"-properNoun-en "GameBoy Micro"-properNoun-ca
"GameBoy Pocket"-properNoun-en "GameBoy Pocket"-properNoun-ca
"GameBoy"-properNoun-en "GameBoy"-properNoun-ca
"GameCube"-properNoun-en "GameCube"-properNoun-ca
"Ganymede"-properNoun-en "Ganimedes"-properNoun-ca
"Garmin"-properNoun-en "Garmin"-properNoun-ca
"GIMP"-properNoun-en "GIMP"-properNoun-ca
"GmbH"-properNoun-en "GmbH"-properNoun-ca
"GNOME"-properNoun-en "GNOME"-properNoun-ca
"GNU"-properNoun-en "GNU"-properNoun-ca
"Google Summer of Code"-properNoun-en "Google Summer of Code"-properNoun-ca
"Google"-properNoun-en "Google"-properNoun-ca
"Great Depression"-properNoun-en "Gran depressió"-properNoun-ca
"Great War"-properNoun-en "Gran Guerra"-properNoun-ca
"Greenpeace"-properNoun-en "Greenpeace"-properNoun-ca
"Grupo Barbanza"-properNoun-en "Grupo Barbanza"-properNoun-ca
"Haganah"-properNoun-en "Haganah"-properNoun-ca
"Harvard"-properNoun-en "Harvard"-properNoun-ca
"Hasbro"-properNoun-en "Hasbro"-properNoun-ca
"Haskell"-properNoun-en "Haskell"-properNoun-ca
"Hewlett-Packard"-properNoun-en "Hewlett-Packard"-properNoun-ca
"Hezbollah"-properNoun-en "Hezbollah"-properNoun-ca
"Hitachi"-properNoun-en "Hitachi"-properNoun-ca
"Honda"-properNoun-en "Honda"-noun-ca
"Honda"-properNoun-en "Honda"-properNoun-ca
"Hubble Space Telescope"-properNoun-en "Telescopi espacial Hubble"-properNoun-ca
"Hubble"-properNoun-en "Hubble"-noun-ca
"Hubble"-properNoun-en "Hubble"-properNoun-ca
"HyperCard"-properNoun-en "HyperCard"-properNoun-ca
"Hyundai"-properNoun-en "Hyundai"-properNoun-ca
"Iberia Ashland"-properNoun-en "Iberia Ashland"-properNoun-ca
"Iberia"-properNoun-en "Iberia"-properNoun-ca
"Ibex 35"-properNoun-en "Ibex 35"-properNoun-ca
"IHeardItOn"-properNoun-en "IHeardItOn"-properNoun-ca
"Infocom"-properNoun-en "Infocom"-properNoun-ca
"Instagram"-properNoun-en "Instagram"-properNoun-ca
"Intel"-properNoun-en "Intel"-properNoun-ca
"International Bank for Reconstruction and Development"-properNoun-en "Banc Internacional de Reconstrucció i Foment"-properNoun-ca
"International Bank for Reconstruction and Development"-properNoun-en "Banc Internacional per a la Reconstrucció i el Foment"-properNoun-ca
"International Monetary Fund"-properNoun-en "Fons Monetari Internacional"-properNoun-ca
"Interpol"-properNoun-en "Interpol"-properNoun-ca
"iOS"-properNoun-en "iOS"-properNoun-ca
"iPad"-properNoun-en "iPad"-properNoun-ca
"iPhone"-properNoun-en "iPhone"-properNoun-ca
"iPod"-properNoun-en "iPod"-properNoun-ca
"iTunes"-properNoun-en "iTunes"-properNoun-ca
"Jaguar"-properNoun-en "Jaguar"-properNoun-ca
"JavaScript"-properNoun-en "JavaScript"-properNoun-ca
"Java"-properNoun-en "Java"-properNoun-ca
"Kentucky Fried Chicken"-properNoun-en "Kentucky Fried Chicken"-properNoun-ca
"KFC"-properNoun-en "KFC"-properNoun-ca
"Kingdom Hearts"-properNoun-en "Kingdom Hearts"-properNoun-ca
"Kodak"-properNoun-en "Kodak"-properNoun-ca
"Koran"-properNoun-en "Alcorà"-properNoun-ca
"Kraft"-properNoun-en "Kraft"-properNoun-ca
"Kraftwerk"-properNoun-en "Kraftwerk"-properNoun-ca
"Kuomintang"-properNoun-en "Kuomintang"-properNoun-ca
"Kursaal"-properNoun-en "Kursaal"-properNoun-ca
"Lamborghini"-properNoun-en "Lamborghini"-properNoun-ca
"Land Rover"-properNoun-en "Land Rover"-properNoun-ca
"LaTeX"-properNoun-en "LaTeX"-properNoun-ca
"Le Monde"-properNoun-en "Le Monde"-properNoun-ca
"LEGO"-properNoun-en "LEGO"-properNoun-ca
"Lexmark"-properNoun-en "Lexmark"-properNoun-ca
"LG"-properNoun-en "LG"-properNoun-ca
"LimeWire"-properNoun-en "LimeWire"-properNoun-ca
"Linux"-properNoun-en "Linux"-properNoun-ca
"Los Alamos National Laboratory"-properNoun-en "Laboratori National de Los Alamos"-properNoun-ca
"LucasArts"-properNoun-en "LucasArts"-properNoun-ca
"Lucasfilm"-properNoun-en "Lucasfilm"-properNoun-ca
"Lufthansa"-properNoun-en "Lufthansa"-properNoun-ca
"Macintosh"-properNoun-en "Macintosh"-noun-ca
"Macintosh"-properNoun-en "Macintosh"-properNoun-ca
"Magnavox"-properNoun-en "Magnavox"-properNoun-ca
"MasterCard"-properNoun-en "MasterCard"-properNoun-ca
"Mattel"-properNoun-en "Mattel"-properNoun-ca
"Mazda"-properNoun-en "Mazda"-properNoun-ca
"Mercedes-Benz"-properNoun-en "Mercedes-Benz"-properNoun-ca
"Metallica"-properNoun-en "Metallica"-properNoun-ca
"Metro-Goldwyn-Mayer"-properNoun-en "Metro-Goldwyn-Mayer"-properNoun-ca
"Microsoft Access"-properNoun-en "Microsoft Access"-properNoun-ca
"Microsoft Bing"-properNoun-en "Microsoft Bing"-properNoun-ca
"Microsoft Excel"-properNoun-en "Microsoft Excel"-properNoun-ca
"Microsoft Office"-properNoun-en "Microsoft Office"-properNoun-ca
"Microsoft OneNote"-properNoun-en "Microsoft OneNote"-properNoun-ca
"Microsoft PowerPoint"-properNoun-en "Microsoft PowerPoint"-properNoun-ca
"Microsoft Windows"-properNoun-en "Microsoft Windows"-properNoun-ca
"Microsoft Word"-properNoun-en "Microsoft Word"-properNoun-ca
"Microsoft"-properNoun-en "Microsoft"-properNoun-ca
"Middle Kingdom"-properNoun-en "Imperi mitjà"-properNoun-ca
"Mirari"-properNoun-en "Mirari"-properNoun-ca
"Mitsubishi"-properNoun-en "Mitsubishi"-properNoun-ca
"Moody's"-properNoun-en "Moody's"-properNoun-ca
"Moritz"-properNoun-en "Moritz"-properNoun-ca
"Motörhead"-properNoun-en "Motörhead"-properNoun-ca
"Motorola"-properNoun-en "Motorola"-properNoun-ca
"Mozilla Firefox"-properNoun-en "Mozilla Firefox"-properNoun-ca
"Mozilla"-properNoun-en "Mozilla"-properNoun-ca
"MySQL"-properNoun-en "MySQL"-properNoun-ca
"Napster"-properNoun-en "Napster"-properNoun-ca
"National Anti-Doping Agency"-properNoun-en "Agència Estatal Antidopatge"-properNoun-ca
"Netflix"-properNoun-en "Netflix"-properNoun-ca
"Netscape"-properNoun-en "Netscape"-properNoun-ca
"New Nintendo 2DS"-properNoun-en "New Nintendo 2DS"-properNoun-ca
"New Nintendo 3DS XL"-properNoun-en "New Nintendo 3DS XL"-properNoun-ca
"New Nintendo 3DS"-properNoun-en "New Nintendo 3DS"-properNoun-ca
"New York Stock Exchange"-properNoun-en "Borsa de Nova York"-properNoun-ca
"Nextcloud"-properNoun-en "Nextcloud"-properNoun-ca
"NeXTSTEP"-properNoun-en "NeXTSTEP"-properNoun-ca
"Nickelodeon"-properNoun-en "Nickelodeon"-properNoun-ca
"Nike"-properNoun-en "Nike"-properNoun-ca
"Nintendo 2DS"-properNoun-en "Nintendo 2DS"-properNoun-ca
"Nintendo 3DS XL"-properNoun-en "Nintendo 3DS XL"-properNoun-ca
"Nintendo 3DS"-properNoun-en "Nintendo 3DS"-properNoun-ca
"Nintendo 64"-properNoun-en "Nintendo 64"-properNoun-ca
"Nintendo DS Lite"-properNoun-en "Nintendo DS Lite"-properNoun-ca
"Nintendo DSi XL"-properNoun-en "Nintendo DSi XL"-properNoun-ca
"Nintendo DSi"-properNoun-en "Nintendo DSi"-properNoun-ca
"Nintendo DS"-properNoun-en "Nintendo DS"-properNoun-ca
"Nintendo Entertainment System"-properNoun-en "Nintendo Entertainment System"-properNoun-ca
"Nintendo Switch"-properNoun-en "Nintendo Switch"-properNoun-ca
"Nintendo"-properNoun-en "Nintendo"-properNoun-ca
"Nirvana"-properNoun-en "Nirvana"-properNoun-ca
"Nissan"-properNoun-en "Nissan"-properNoun-ca
"Nokia"-properNoun-en "Nokia"-properNoun-ca
"North Atlantic Treaty Organization"-properNoun-en "Organització del Tractat de l'Atlàntic Nord"-properNoun-ca
"Northrop Grumman"-properNoun-en "Northrop Grumman"-properNoun-ca
"Northrop"-properNoun-en "Northrop"-properNoun-ca
"Norton"-properNoun-en "Norton"-noun-ca
"Norton"-properNoun-en "Norton"-properNoun-ca
"Nvidia"-properNoun-en "Nvidia"-properNoun-ca
"Opel"-properNoun-en "Opel"-properNoun-ca
"OpenGL"-properNoun-en "OpenGL"-properNoun-ca
"OpenVMS"-properNoun-en "OpenVMS"-properNoun-ca
"Opus Dei"-properNoun-en "Opus Dei"-properNoun-ca
"Oracle"-properNoun-en "Oracle"-properNoun-ca
"Otis"-properNoun-en "Otis"-noun-ca
"Otis"-properNoun-en "Otis"-properNoun-ca
"Paris Bourse"-properNoun-en "Borsa de París"-properNoun-ca
"Pasai San Pedro"-properNoun-en "Pasai Sant Pere"-properNoun-ca
"PayPal"-properNoun-en "PayPal"-properNoun-ca
"Pegasus Airlines"-properNoun-en "Pegasus Airlines"-properNoun-ca
"Pentium"-properNoun-en "Pentium"-properNoun-ca
"Pepsi"-properNoun-en "Pepsi"-properNoun-ca
"Peugeot"-properNoun-en "Peugeot"-properNoun-ca
"Phoney War"-properNoun-en "Guerra de broma"-properNoun-ca
"Photoshop"-properNoun-en "Photoshop"-properNoun-ca
"Pink Floyd"-properNoun-en "Pink Floyd"-properNoun-ca
"PlayStation 2"-properNoun-en "PlayStation 2"-properNoun-ca
"PlayStation 3"-properNoun-en "PlayStation 3"-properNoun-ca
"PlayStation 4"-properNoun-en "PlayStation 4"-properNoun-ca
"PlayStation Portable"-properNoun-en "PlayStation Portable"-properNoun-ca
"PlayStation Vita"-properNoun-en "PlayStation Vita"-properNoun-ca
"PlayStation"-properNoun-en "PlayStation"-properNoun-ca
"Pleistocene"-properNoun-en "Pleistocè"-properNoun-ca
"Pleistocene"-properNoun-en "Plistocè"-properNoun-ca
"Pokémon"-properNoun-en "Pokémon"-properNoun-ca
"Porsche"-properNoun-en "Porsche"-properNoun-ca
"PowerPC"-properNoun-en "PowerPC"-properNoun-ca
"Prague Spring"-properNoun-en "Primavera de Praga"-properNoun-ca
"QuickTime"-properNoun-en "QuickTime"-properNoun-ca
"Qu'ran"-properNoun-en "Alcorà"-properNoun-ca
"Quran"-properNoun-en "Alcorà"-properNoun-ca
"RAID"-properNoun-en "RAID"-properNoun-ca
"Rammstein"-properNoun-en "Rammstein"-properNoun-ca
"Realitatea TV"-properNoun-en "Realitatea TV"-properNoun-ca
"Renault"-properNoun-en "Renault"-properNoun-ca
"Repsol"-properNoun-en "Repsol"-properNoun-ca
"Rowing Club of Zumaia"-properNoun-en "Zumaiako Arraun Elkartea"-properNoun-ca
"Rowing Club"-properNoun-en "Arraun Elkartea"-properNoun-ca
"RuneQuest"-properNoun-en "RuneQuest"-properNoun-ca
"S&P 500"-properNoun-en "S&P 500"-properNoun-ca
"S&P TSX"-properNoun-en "S&P TSX"-properNoun-ca
"Samsung"-properNoun-en "Samsung"-properNoun-ca
"San Miguel"-properNoun-en "San Miguel"-noun-ca
"San Miguel"-properNoun-en "San Miguel"-properNoun-ca
"Scania"-properNoun-en "Scania"-properNoun-ca
"Scrabble"-properNoun-en "Scrabble"-properNoun-ca
"SEGA Dreamcast"-properNoun-en "SEGA Dreamcast"-properNoun-ca
"SEGA"-properNoun-en "SEGA"-properNoun-ca
"Segway"-properNoun-en "Segway"-properNoun-ca
"Selig"-properNoun-en "Selig"-properNoun-ca
"Seward"-properNoun-en "Seward"-properNoun-ca
"Sex Pistols"-properNoun-en "Sex Pistols"-properNoun-ca
"Siemens"-properNoun-en "Siemens"-properNoun-ca
"SimCity"-properNoun-en "SimCity"-properNoun-ca
"Sinn Féin"-properNoun-en "Sinn Féin"-properNoun-ca
"Slackware"-properNoun-en "Slackware"-properNoun-ca
"Solaris"-properNoun-en "Solaris"-properNoun-ca
"Sony"-properNoun-en "Sony"-properNoun-ca
"Spirulina"-properNoun-en "Spirulina"-properNoun-ca
"Square Enix"-properNoun-en "Square Enix"-properNoun-ca
"Squaresoft"-properNoun-en "Squaresoft"-properNoun-ca
"StarCraft"-properNoun-en "StarCraft"-properNoun-ca
"Stella Artois"-properNoun-en "Stella Artois"-properNoun-ca
"Sun Microsystems"-properNoun-en "Sun Microsystems"-properNoun-ca
"Super Nintendo Entertainment System"-properNoun-en "Super Nintendo Entertainment System"-properNoun-ca
"Suzuki"-properNoun-en "Suzuki"-noun-ca
"Suzuki"-properNoun-en "Suzuki"-properNoun-ca
"Taito"-properNoun-en "Taito"-properNoun-ca
"Tandy"-properNoun-en "Tandy"-properNoun-ca
"Technicolor"-properNoun-en "Technicolor"-properNoun-ca
"Telefónica"-properNoun-en "Telefónica"-properNoun-ca
"Telegram"-properNoun-en "Telegram"-properNoun-ca
"Telstra"-properNoun-en "Telstra"-properNoun-ca
"Tesla"-properNoun-en "Tesla"-properNoun-ca
"Tetris"-properNoun-en "Tetris"-properNoun-ca
"Texas Instruments"-properNoun-en "Texas Instruments"-properNoun-ca
"TeX"-properNoun-en "TeX"-properNoun-ca
"TfL"-properNoun-en "TfL"-properNoun-ca
"The New York Times"-properNoun-en "The New York Times"-properNoun-ca
"The Wall Street Journal"-properNoun-en "The Wall Street Journal"-properNoun-ca
"ThyssenKrupp"-properNoun-en "ThyssenKrupp"-properNoun-ca
"TiVo"-properNoun-en "TiVo"-properNoun-ca
"Toshiba"-properNoun-en "Toshiba"-properNoun-ca
"Toyota"-properNoun-en "Toyota"-properNoun-ca
"Transport for London"-properNoun-en "Transport for London"-properNoun-ca
"Treaty establishing a Constitution for Europe"-properNoun-en "Tractat pel qual s'establix una Constitució per a Europa"-properNoun-ca
""Treaty of Friendship, Cooperation and Mutual Assistance""-properNoun-en ""Tractat d'Amistat, Col·laboració i Assistència Mútua""-properNoun-ca
"TrueType"-properNoun-en "TrueType"-properNoun-ca
"Trust"-properNoun-en "Trust"-properNoun-ca
"Twitter"-properNoun-en "Twitter"-properNoun-ca
"Unicode"-properNoun-en "Unicode"-properNoun-ca
"Universidad Politécnica de Valencia"-properNoun-en "Universitat Politècnica de València"-properNoun-ca
"University of Pisa"-properNoun-en "Universitat de Pisa"-properNoun-ca
"Unix"-properNoun-en "Unix"-properNoun-ca
"Uria"-properNoun-en "Uria"-noun-ca
"Uria"-properNoun-en "Uria"-properNoun-ca
"Usenet"-properNoun-en "Usenet"-properNoun-ca
"Valve"-properNoun-en "Valve"-properNoun-ca
"VeriSign"-properNoun-en "VeriSign"-properNoun-ca
"Verizon"-properNoun-en "Verizon"-properNoun-ca
"Viacom"-properNoun-en "Viacom"-properNoun-ca
"Virgin Classics"-properNoun-en "Virgin Classics"-properNoun-ca
"Visa Electron"-properNoun-en "Visa Electron"-properNoun-ca
"Visa"-properNoun-en "Visa"-noun-ca
